FOS_MOUSE	FOS_MOUSE
FOS_MOUSE	FOSB_MOUSE
FOS_MOUSE	FOSL2_MOUSE
FOS_MOUSE	FOSL1_MOUSE
ATF2_MOUSE	ATF2_MOUSE
ATF2_MOUSE	ATF7_MOUSE
ATF2_MOUSE	A0A0N4SUK5_MOUSE
ATF3_MOUSE	ATF3_MOUSE
ATF3_MOUSE	JDP2_MOUSE
ATF4_MOUSE	ATF4_MOUSE
ATF5_MOUSE	ATF5_MOUSE
ATF6A_MOUSE	ATF6A_MOUSE
A0A0A0MQ69_MOUSE	A0A0A0MQ69_MOUSE
JUNB_MOUSE	JUNB_MOUSE
JUNB_MOUSE	JUND_MOUSE
JUNB_MOUSE	JUN_MOUSE
BACH1_MOUSE	BACH1_MOUSE
BACH2_MOUSE	BACH2_MOUSE
MAF_MOUSE	MAF_MOUSE
MAF_MOUSE	MAFA_MOUSE
MAF_MOUSE	MAFB_MOUSE
BATF_MOUSE	BATF_MOUSE
BATF2_MOUSE	BATF2_MOUSE
BATF3_MOUSE	BATF3_MOUSE
CEBPA_MOUSE	CEBPA_MOUSE
CEBPA_MOUSE	Q3UE64_MOUSE
MAFG_MOUSE	MAFG_MOUSE
MAFG_MOUSE	MAFF_MOUSE
MAFG_MOUSE	MAFK_MOUSE
CEBPB_MOUSE	CEBPB_MOUSE
A0A0R4J0Y5_MOUSE	A0A0R4J0Y5_MOUSE
CEBPE_MOUSE	CEBPE_MOUSE
NF2L1_MOUSE	NF2L1_MOUSE
CEBPG_MOUSE	CEBPG_MOUSE
NF2L2_MOUSE	NF2L2_MOUSE
CLIP1_MOUSE	CLIP1_MOUSE
NF2L3_MOUSE	NF2L3_MOUSE
NFIL3_MOUSE	NFIL3_MOUSE
FTM_MOUSE	FTM_MOUSE
A0A0R4J082_MOUSE	A0A0R4J082_MOUSE
A0A0R4J082_MOUSE	E0CYW8_MOUSE
SNX29_MOUSE	SNX29_MOUSE
CR3L2_MOUSE	CR3L2_MOUSE
CR3L3_MOUSE	CR3L3_MOUSE
XBP1_MOUSE	XBP1_MOUSE
CR3L4_MOUSE	CR3L4_MOUSE
A0A0R4J0D8_MOUSE	A0A0R4J0D8_MOUSE
ZHANG_MOUSE	ZHANG_MOUSE
CREM_MOUSE	CREM_MOUSE
CREM_MOUSE	CREB1_MOUSE
CREM_MOUSE	ATF1_MOUSE
DBP_MOUSE	DBP_MOUSE
DBP_MOUSE	HLF_MOUSE
DBP_MOUSE	TEF_MOUSE
DDIT3_MOUSE	DDIT3_MOUSE
EFCC1_MOUSE	EFCC1_MOUSE
