FOXA1_MOUSE	FOXA1_MOUSE
FOXA1_MOUSE	FOXA2_MOUSE
FOXA1_MOUSE	FOXA3_MOUSE
FOXO3_MOUSE	FOXO3_MOUSE
FOXO3_MOUSE	FOXO1_MOUSE
FOXO3_MOUSE	FOXO6_MOUSE
FOXO4_MOUSE	FOXO4_MOUSE
FOXB2_MOUSE	FOXB2_MOUSE
FOXB2_MOUSE	FOXB1_MOUSE
FOXC1_MOUSE	FOXC1_MOUSE
FOXC1_MOUSE	FOXC2_MOUSE
FOXC1_MOUSE	FOXS1_MOUSE
FOXC1_MOUSE	FOXE3_MOUSE
FOXP4_MOUSE	FOXP4_MOUSE
FOXP4_MOUSE	FOXP2_MOUSE
FOXP4_MOUSE	FOXP1_MOUSE
FOXP4_MOUSE	FOXP3_MOUSE
FOXD2_MOUSE	FOXD2_MOUSE
FOXD2_MOUSE	A2BDY3_MOUSE
FOXD2_MOUSE	FOXD1_MOUSE
FOXD2_MOUSE	FOXE1_MOUSE
FOXQ1_MOUSE	FOXQ1_MOUSE
FOXD4_MOUSE	FOXD4_MOUSE
FOXD4_MOUSE	J3QP53_MOUSE
FOXR2_MOUSE	FOXR2_MOUSE
FOXR2_MOUSE	FOXR1_MOUSE
FOXF2_MOUSE	FOXF2_MOUSE
FOXF2_MOUSE	FOXF1_MOUSE
FOXG1_MOUSE	FOXG1_MOUSE
FOXH1_MOUSE	FOXH1_MOUSE
D3Z120_MOUSE	D3Z120_MOUSE
D3Z120_MOUSE	FOXI1_MOUSE
D3Z120_MOUSE	FOXI2_MOUSE
FOXJ1_MOUSE	FOXJ1_MOUSE
FOXJ2_MOUSE	FOXJ2_MOUSE
FOXJ3_MOUSE	FOXJ3_MOUSE
FOXK1_MOUSE	FOXK1_MOUSE
FOXK1_MOUSE	FOXK2_MOUSE
FOXL1_MOUSE	FOXL1_MOUSE
FOXL2_MOUSE	FOXL2_MOUSE
A0A0N4SVY9_MOUSE	A0A0N4SVY9_MOUSE
FOXN1_MOUSE	FOXN1_MOUSE
FOXN3_MOUSE	FOXN3_MOUSE
FOXN3_MOUSE	D3Z6Z3_MOUSE
FOXN4_MOUSE	FOXN4_MOUSE
