DRGX_MOUSE	DRGX_MOUSE
B9EHK7_MOUSE	B9EHK7_MOUSE
B9EHK7_MOUSE	HXB1_MOUSE
A2ASM7_MOUSE	A2ASM7_MOUSE
A2ASM7_MOUSE	HXA11_MOUSE
A2ASM7_MOUSE	HXC11_MOUSE
MEOX2_MOUSE	MEOX2_MOUSE
MEOX2_MOUSE	MEOX1_MOUSE
OTX1_MOUSE	OTX1_MOUSE
OTX1_MOUSE	D3YZ94_MOUSE
OTX1_MOUSE	CRX_MOUSE
TLX3_MOUSE	TLX3_MOUSE
TLX3_MOUSE	G3UXB9_MOUSE
TLX3_MOUSE	TLX2_MOUSE
A1JVI6_MOUSE	A1JVI6_MOUSE
A1JVI6_MOUSE	A0A0N4SUK1_MOUSE
A1JVI6_MOUSE	Q3ULJ8_MOUSE
HXA10_MOUSE	HXA10_MOUSE
HXA10_MOUSE	HXC10_MOUSE
HXA10_MOUSE	HXD10_MOUSE
MIXL1_MOUSE	MIXL1_MOUSE
UNC4_MOUSE	UNC4_MOUSE
G3UX37_MOUSE	G3UX37_MOUSE
G3UX37_MOUSE	L7MUF2_MOUSE
G3UX37_MOUSE	G3UZN2_MOUSE
HXD13_MOUSE	HXD13_MOUSE
HXD13_MOUSE	HXC13_MOUSE
HXD13_MOUSE	HXB13_MOUSE
HXD13_MOUSE	E0CXK7_MOUSE
A0A3Q4EH75_MOUSE	A0A3Q4EH75_MOUSE
VAX1_MOUSE	VAX1_MOUSE
VAX1_MOUSE	VAX2_MOUSE
MNX1_MOUSE	MNX1_MOUSE
HXA2_MOUSE	HXA2_MOUSE
HXA2_MOUSE	HXB2_MOUSE
MSX1_MOUSE	MSX1_MOUSE
MSX1_MOUSE	MSX2_MOUSE
MSX1_MOUSE	MSX3_MOUSE
PBX3_MOUSE	PBX3_MOUSE
PBX3_MOUSE	PBX1_MOUSE
PBX3_MOUSE	PBX2_MOUSE
PBX3_MOUSE	PBX4_MOUSE
VSX1_MOUSE	VSX1_MOUSE
VSX1_MOUSE	VSX2_MOUSE
ADNP_MOUSE	ADNP_MOUSE
EMX1_MOUSE	EMX1_MOUSE
EMX1_MOUSE	EMX2_MOUSE
HXA3_MOUSE	HXA3_MOUSE
HXA3_MOUSE	HXB3_MOUSE
HXA3_MOUSE	HXD3_MOUSE
HXD8_MOUSE	HXD8_MOUSE
HXD8_MOUSE	HXB8_MOUSE
HXD8_MOUSE	HXC8_MOUSE
L7MU37_MOUSE	L7MU37_MOUSE
L7MU37_MOUSE	A2AWM0_MOUSE
L7MU37_MOUSE	Q4TU90_MOUSE
L7MU37_MOUSE	A2ANE1_MOUSE
L7MU37_MOUSE	V9GWU0_MOUSE
L7MU37_MOUSE	B9EJQ9_MOUSE
L7MU37_MOUSE	V9GX94_MOUSE
ADNP2_MOUSE	ADNP2_MOUSE
A0A0R4J193_MOUSE	A0A0R4J193_MOUSE
A0A0R4J193_MOUSE	HXC4_MOUSE
A0A0R4J193_MOUSE	HXD4_MOUSE
A0A0R4J193_MOUSE	HXB4_MOUSE
A0A0R4J193_MOUSE	HXB7_MOUSE
HXD9_MOUSE	HXD9_MOUSE
HXD9_MOUSE	HXA9_MOUSE
HXD9_MOUSE	HXC9_MOUSE
HXD9_MOUSE	HXB9_MOUSE
PDX1_MOUSE	PDX1_MOUSE
Q9D3I8_MOUSE	Q9D3I8_MOUSE
Q9D3I8_MOUSE	Q9JI43_MOUSE
Q9D3I8_MOUSE	Q2MDG1_MOUSE
Q9D3I8_MOUSE	Q2MDG0_MOUSE
Q9D3I8_MOUSE	Q504P9_MOUSE
Q9D3I8_MOUSE	Q2MDF8_MOUSE
Q9D3I8_MOUSE	Q2MDF7_MOUSE
ZHX1_MOUSE	ZHX1_MOUSE
ZHX1_MOUSE	ZHX2_MOUSE
ALX1_MOUSE	ALX1_MOUSE
HME1_MOUSE	HME1_MOUSE
HME1_MOUSE	HME2_MOUSE
HXA5_MOUSE	HXA5_MOUSE
HXA5_MOUSE	HXB5_MOUSE
HXA5_MOUSE	HXC5_MOUSE
HXA5_MOUSE	HXB6_MOUSE
NANOG_MOUSE	NANOG_MOUSE
ALX3_MOUSE	ALX3_MOUSE
G3UXB3_MOUSE	G3UXB3_MOUSE
G3UXB3_MOUSE	NKX12_MOUSE
PHX2B_MOUSE	PHX2B_MOUSE
PHX2B_MOUSE	PHX2A_MOUSE
ZHX3_MOUSE	ZHX3_MOUSE
ALX4_MOUSE	ALX4_MOUSE
A2AG22_MOUSE	A2AG22_MOUSE
IRX3_MOUSE	IRX3_MOUSE
IRX3_MOUSE	IRX1_MOUSE
ARX_MOUSE	ARX_MOUSE
IRX4_MOUSE	IRX4_MOUSE
IRX4_MOUSE	IRX6_MOUSE
NKX21_MOUSE	NKX21_MOUSE
NKX21_MOUSE	NKX24_MOUSE
PITX2_MOUSE	PITX2_MOUSE
PITX2_MOUSE	PITX3_MOUSE
PITX2_MOUSE	PITX1_MOUSE
EVX2_MOUSE	EVX2_MOUSE
EVX2_MOUSE	EVX1_MOUSE
IRX5_MOUSE	IRX5_MOUSE
IRX5_MOUSE	IRX2_MOUSE
BARH2_MOUSE	BARH2_MOUSE
BARH2_MOUSE	BARH1_MOUSE
GBX1_MOUSE	GBX1_MOUSE
GBX1_MOUSE	GBX2_MOUSE
NKX23_MOUSE	NKX23_MOUSE
NKX23_MOUSE	NKX25_MOUSE
NKX23_MOUSE	NKX26_MOUSE
NKX23_MOUSE	NKX22_MOUSE
PKNX2_MOUSE	PKNX2_MOUSE
PKNX2_MOUSE	PKNX1_MOUSE
Q3UJH4_MOUSE	Q3UJH4_MOUSE
BARX2_MOUSE	BARX2_MOUSE
BARX2_MOUSE	BARX1_MOUSE
ISL2_MOUSE	ISL2_MOUSE
ISL2_MOUSE	ISL1_MOUSE
PROP1_MOUSE	PROP1_MOUSE
O70238_MOUSE	O70238_MOUSE
O70238_MOUSE	A4FTZ4_MOUSE
BSH_MOUSE	BSH_MOUSE
ISX_MOUSE	ISX_MOUSE
G3UW68_MOUSE	G3UW68_MOUSE
G3UW68_MOUSE	J3QPM7_MOUSE
LBX1_MOUSE	LBX1_MOUSE
LBX1_MOUSE	LBX2_MOUSE
NKX28_MOUSE	NKX28_MOUSE
A2APZ7_MOUSE	A2APZ7_MOUSE
A2APZ7_MOUSE	PRRX1_MOUSE
A6PW38_MOUSE	A6PW38_MOUSE
A6PW38_MOUSE	A2A4F1_MOUSE
CDX2_MOUSE	CDX2_MOUSE
CDX2_MOUSE	CDX4_MOUSE
CDX2_MOUSE	CDX1_MOUSE
GSC_MOUSE	GSC_MOUSE
NKX31_MOUSE	NKX31_MOUSE
RX_MOUSE	RX_MOUSE
Q6VSS7_MOUSE	Q6VSS7_MOUSE
A2RTU1_MOUSE	A2RTU1_MOUSE
LHX1_MOUSE	LHX1_MOUSE
LHX1_MOUSE	LHX5_MOUSE
NKX32_MOUSE	NKX32_MOUSE
B1APN4_MOUSE	B1APN4_MOUSE
B1APN4_MOUSE	A2A447_MOUSE
B1APN4_MOUSE	A2AWL9_MOUSE
B1APN4_MOUSE	W4VSN9_MOUSE
B1APN4_MOUSE	Q9D4Y3_MOUSE
B1APN4_MOUSE	A2ANE0_MOUSE
B1APN4_MOUSE	L7MUB9_MOUSE
B1APN4_MOUSE	K7N6P1_MOUSE
B1APN4_MOUSE	G3UYY0_MOUSE
Q8BX39_MOUSE	Q8BX39_MOUSE
LHX2_MOUSE	LHX2_MOUSE
LHX2_MOUSE	LHX9_MOUSE
NKX61_MOUSE	NKX61_MOUSE
NKX61_MOUSE	D3Z4R4_MOUSE
NKX61_MOUSE	NKX63_MOUSE
Q4TU83_MOUSE	Q4TU83_MOUSE
SEBOX_MOUSE	SEBOX_MOUSE
GSX2_MOUSE	GSX2_MOUSE
GSX2_MOUSE	GSX1_MOUSE
LHX3_MOUSE	LHX3_MOUSE
LHX3_MOUSE	LHX4_MOUSE
Q810N8_MOUSE	Q810N8_MOUSE
SHOX2_MOUSE	SHOX2_MOUSE
B6ZND8_MOUSE	B6ZND8_MOUSE
HDX_MOUSE	HDX_MOUSE
Q4TU81_MOUSE	Q4TU81_MOUSE
CT2NL_MOUSE	CT2NL_MOUSE
HESX1_MOUSE	HESX1_MOUSE
NOBOX_MOUSE	NOBOX_MOUSE
RHX13_MOUSE	RHX13_MOUSE
DBX1_MOUSE	DBX1_MOUSE
HHEX_MOUSE	HHEX_MOUSE
HXC12_MOUSE	HXC12_MOUSE
HXC12_MOUSE	HXD12_MOUSE
LHX6_MOUSE	LHX6_MOUSE
NOTO_MOUSE	NOTO_MOUSE
F8VQH7_MOUSE	F8VQH7_MOUSE
HLX_MOUSE	HLX_MOUSE
LHX8_MOUSE	LHX8_MOUSE
SIX4_MOUSE	SIX4_MOUSE
SIX4_MOUSE	SIX3_MOUSE
SIX4_MOUSE	SIX6_MOUSE
HMBX1_MOUSE	HMBX1_MOUSE
SIX5_MOUSE	SIX5_MOUSE
SIX5_MOUSE	SIX2_MOUSE
SIX5_MOUSE	SIX1_MOUSE
DLX2_MOUSE	DLX2_MOUSE
DLX2_MOUSE	DLX5_MOUSE
