Q9W384_DROME	Q9W384_DROME
DICH_DROME	DICH_DROME
Q9W0D2_DROME	Q9W0D2_DROME
A1Z7I6_DROME	A1Z7I6_DROME
HMG2_DROME	HMG2_DROME
Q9W2K8_DROME	Q9W2K8_DROME
Q9V3S3_DROME	Q9V3S3_DROME
Q9V3S3_DROME	Q9VJR1_DROME
PR99C_DROME	PR99C_DROME
Q9VA17_DROME	Q9VA17_DROME
Q59DN5_DROME	Q59DN5_DROME
SOX14_DROME	SOX14_DROME
SOX15_DROME	SOX15_DROME
M9PFG6_DROME	M9PFG6_DROME
M9PCG2_DROME	M9PCG2_DROME
M9PCZ7_DROME	M9PCZ7_DROME
SSRP1_DROME	SSRP1_DROME
SSRP1_DROME	HMGD_DROME
SSRP1_DROME	HMGZ_DROME
Q86BR8_DROME	Q86BR8_DROME
O61348_DROME	O61348_DROME
CIC_DROME	CIC_DROME
PANG1_DROME	PANG1_DROME
Q9VC36_DROME	Q9VC36_DROME
E1JIT5_DROME	E1JIT5_DROME
E1JIT5_DROME	Q9VCZ5_DROME
