Q2PE13_DROME	Q2PE13_DROME
ATF3_DROME	ATF3_DROME
Q7K2V1_DROME	Q7K2V1_DROME
BSG2_DROME	BSG2_DROME
CREBA_DROME	CREBA_DROME
CREBB_DROME	CREBB_DROME
Q9VB51_DROME	Q9VB51_DROME
A1ZAC2_DROME	A1ZAC2_DROME
Q9VTE8_DROME	Q9VTE8_DROME
JRA_DROME	JRA_DROME
M9PBV3_DROME	M9PBV3_DROME
A0A0B4JDD0_DROME	A0A0B4JDD0_DROME
CRERF_DROME	CRERF_DROME
RTBP_DROME	RTBP_DROME
Q5BI44_DROME	Q5BI44_DROME
CNC_DROME	CNC_DROME
M9PBF8_DROME	M9PBF8_DROME
Q7JX41_DROME	Q7JX41_DROME
GIANT_DROME	GIANT_DROME
FOSLD_DROME	FOSLD_DROME
CEBP_DROME	CEBP_DROME
SPNF_DROME	SPNF_DROME
M9PG80_DROME	M9PG80_DROME
Q7KTN9_DROME	Q7KTN9_DROME
