BBX_HUMAN	BBX_HUMAN
CIC_HUMAN	CIC_HUMAN
HBP1_HUMAN	HBP1_HUMAN
HM20A_HUMAN	HM20A_HUMAN
HM20A_HUMAN	HM20B_HUMAN
SOX12_HUMAN	SOX12_HUMAN
SOX13_HUMAN	SOX13_HUMAN
SOX15_HUMAN	SOX15_HUMAN
SOX17_HUMAN	SOX17_HUMAN
SOX17_HUMAN	SOX7_HUMAN
SOX17_HUMAN	SOX18_HUMAN
SOX21_HUMAN	SOX21_HUMAN
SOX21_HUMAN	SOX14_HUMAN
SOX3_HUMAN	SOX3_HUMAN
SOX3_HUMAN	SOX1_HUMAN
SOX3_HUMAN	SOX2_HUMAN
SOX30_HUMAN	SOX30_HUMAN
SOX4_HUMAN	SOX4_HUMAN
SOX4_HUMAN	SOX11_HUMAN
SOX6_HUMAN	SOX6_HUMAN
SOX6_HUMAN	SOX5_HUMAN
SOX9_HUMAN	SOX9_HUMAN
SOX9_HUMAN	SOX10_HUMAN
SOX9_HUMAN	SOX8_HUMAN
SRY_HUMAN	SRY_HUMAN
TF7L2_HUMAN	TF7L2_HUMAN
TF7L2_HUMAN	TF7L1_HUMAN
TF7L2_HUMAN	LEF1_HUMAN
TF7L2_HUMAN	TCF7_HUMAN
