EHF_HUMAN	EHF_HUMAN
EHF_HUMAN	ELF5_HUMAN
ELF2_HUMAN	ELF2_HUMAN
ELF3_HUMAN	ELF3_HUMAN
ELF4_HUMAN	ELF4_HUMAN
ELF4_HUMAN	ELF1_HUMAN
ELK1_HUMAN	ELK1_HUMAN
ELK4_HUMAN	ELK4_HUMAN
ELK4_HUMAN	ELK3_HUMAN
ERF_HUMAN	ERF_HUMAN
ERF_HUMAN	ETV3_HUMAN
ERF_HUMAN	ETV3L_HUMAN
ERG_HUMAN	ERG_HUMAN
ERG_HUMAN	FLI1_HUMAN
ERG_HUMAN	FEV_HUMAN
ETS2_HUMAN	ETS2_HUMAN
ETS2_HUMAN	ETS1_HUMAN
ETV2_HUMAN	ETV2_HUMAN
ETV5_HUMAN	ETV5_HUMAN
ETV5_HUMAN	ETV4_HUMAN
ETV5_HUMAN	ETV1_HUMAN
ETV6_HUMAN	ETV6_HUMAN
ETV6_HUMAN	ETV7_HUMAN
GABPA_HUMAN	GABPA_HUMAN
SPDEF_HUMAN	SPDEF_HUMAN
SPI1_HUMAN	SPI1_HUMAN
SPI1_HUMAN	SPIB_HUMAN
SPIC_HUMAN	SPIC_HUMAN
