Q21836_CAEEL	Q21836_CAEEL
Q17788_CAEEL	Q17788_CAEEL
G4RV72_CAEEL	G4RV72_CAEEL
HM01_CAEEL	HM01_CAEEL
Q17792_CAEEL	Q17792_CAEEL
G5EC36_CAEEL	G5EC36_CAEEL
HM10_CAEEL	HM10_CAEEL
Q45EK2_CAEEL	Q45EK2_CAEEL
LIN11_CAEEL	LIN11_CAEEL
Q7K714_CAEEL	Q7K714_CAEEL
CEH62_CAEEL	CEH62_CAEEL
LIN39_CAEEL	LIN39_CAEEL
HM12_CAEEL	HM12_CAEEL
A0A0K3ASL7_CAEEL	A0A0K3ASL7_CAEEL
MAB5_CAEEL	MAB5_CAEEL
HM13_CAEEL	HM13_CAEEL
MEC3_CAEEL	MEC3_CAEEL
HM14_CAEEL	HM14_CAEEL
Q23269_CAEEL	Q23269_CAEEL
Q18533_CAEEL	Q18533_CAEEL
HM16_CAEEL	HM16_CAEEL
Q18764_CAEEL	Q18764_CAEEL
G5EC89_CAEEL	G5EC89_CAEEL
Q9N2V1_CAEEL	Q9N2V1_CAEEL
C1P623_CAEEL	C1P623_CAEEL
HM19_CAEEL	HM19_CAEEL
O02224_CAEEL	O02224_CAEEL
PAL1_CAEEL	PAL1_CAEEL
HM02_CAEEL	HM02_CAEEL
HM08_CAEEL	HM08_CAEEL
Q21578_CAEEL	Q21578_CAEEL
HM20_CAEEL	HM20_CAEEL
HM20_CAEEL	HM40_CAEEL
O16747_CAEEL	O16747_CAEEL
Q9XW88_CAEEL	Q9XW88_CAEEL
Q9XW88_CAEEL	G5EFY5_CAEEL
HM22_CAEEL	HM22_CAEEL
O16749_CAEEL	O16749_CAEEL
A0A1X7RC60_CAEEL	A0A1X7RC60_CAEEL
HM23_CAEEL	HM23_CAEEL
O76560_CAEEL	O76560_CAEEL
A0A168HA93_CAEEL	A0A168HA93_CAEEL
HM24_CAEEL	HM24_CAEEL
O17102_CAEEL	O17102_CAEEL
TTX3_CAEEL	TTX3_CAEEL
H2L2F8_CAEEL	H2L2F8_CAEEL
O17184_CAEEL	O17184_CAEEL
UNC30_CAEEL	UNC30_CAEEL
G5EE18_CAEEL	G5EE18_CAEEL
Q9XUG3_CAEEL	Q9XUG3_CAEEL
HM35_CAEEL	HM35_CAEEL
Q9XX95_CAEEL	Q9XX95_CAEEL
UNC4_CAEEL	UNC4_CAEEL
HM31_CAEEL	HM31_CAEEL
HM31_CAEEL	HM30_CAEEL
HM31_CAEEL	HM05_CAEEL
HM09_CAEEL	HM09_CAEEL
G5EBS8_CAEEL	G5EBS8_CAEEL
HM32_CAEEL	HM32_CAEEL
HM32_CAEEL	HM34_CAEEL
A0A1X7RBN4_CAEEL	A0A1X7RBN4_CAEEL
UNC62_CAEEL	UNC62_CAEEL
HM33_CAEEL	HM33_CAEEL
Q7K6J1_CAEEL	Q7K6J1_CAEEL
VAB15_CAEEL	VAB15_CAEEL
Q95Q08_CAEEL	Q95Q08_CAEEL
VAB7_CAEEL	VAB7_CAEEL
HM36_CAEEL	HM36_CAEEL
Q86DC2_CAEEL	Q86DC2_CAEEL
HM37_CAEEL	HM37_CAEEL
Q5FC44_CAEEL	Q5FC44_CAEEL
G5EGE2_CAEEL	G5EGE2_CAEEL
G5EGE2_CAEEL	HM07_CAEEL
Q22810_CAEEL	Q22810_CAEEL
DFSC1_CAEEL	DFSC1_CAEEL
HM43_CAEEL	HM43_CAEEL
P91547_CAEEL	P91547_CAEEL
Q9N4L2_CAEEL	Q9N4L2_CAEEL
A0A1X7RBT0_CAEEL	A0A1X7RBT0_CAEEL
EGL5_CAEEL	EGL5_CAEEL
Q9U1R1_CAEEL	Q9U1R1_CAEEL
Q9TYT0_CAEEL	Q9TYT0_CAEEL
O44462_CAEEL	O44462_CAEEL
IRX_CAEEL	IRX_CAEEL
Q22459_CAEEL	Q22459_CAEEL
A0A1X7RBW0_CAEEL	A0A1X7RBW0_CAEEL
