G5ECN0_CAEEL	G5ECN0_CAEEL
Q21361_CAEEL	Q21361_CAEEL
Q22156_CAEEL	Q22156_CAEEL
Q20435_CAEEL	Q20435_CAEEL
B3GWA6_CAEEL	B3GWA6_CAEEL
O16213_CAEEL	O16213_CAEEL
ATFS1_CAEEL	ATFS1_CAEEL
Q18909_CAEEL	Q18909_CAEEL
Q8IG69_CAEEL	Q8IG69_CAEEL
CES2_CAEEL	CES2_CAEEL
D0Z5N1_CAEEL	D0Z5N1_CAEEL
Q09636_CAEEL	Q09636_CAEEL
FOS1_CAEEL	FOS1_CAEEL
Q9N312_CAEEL	Q9N312_CAEEL
JUN_CAEEL	JUN_CAEEL
O44743_CAEEL	O44743_CAEEL
A0A5E4LWV7_CAEEL	A0A5E4LWV7_CAEEL
LMN1_CAEEL	LMN1_CAEEL
B0M0M9_CAEEL	B0M0M9_CAEEL
SKN1_CAEEL	SKN1_CAEEL
A0FLQ8_CAEEL	A0FLQ8_CAEEL
ZIP10_CAEEL	ZIP10_CAEEL
Q9N5A8_CAEEL	Q9N5A8_CAEEL
Q9XUK2_CAEEL	Q9XUK2_CAEEL
B1V8I9_CAEEL	B1V8I9_CAEEL
G5EFX5_CAEEL	G5EFX5_CAEEL
Q9NAE4_CAEEL	Q9NAE4_CAEEL
BZIP8_CAEEL	BZIP8_CAEEL
A0A1I6CMA8_CAEEL	A0A1I6CMA8_CAEEL
