Q4TTC2_CAEEL	Q4TTC2_CAEEL
LIN32_CAEEL	LIN32_CAEEL
AHA1_CAEEL	AHA1_CAEEL
G5EG44_CAEEL	G5EG44_CAEEL
AHR_CAEEL	AHR_CAEEL
WBS14_CAEEL	WBS14_CAEEL
G5EFL9_CAEEL	G5EFL9_CAEEL
G5EEH5_CAEEL	G5EEH5_CAEEL
NDF1_CAEEL	NDF1_CAEEL
Q9TZ70_CAEEL	Q9TZ70_CAEEL
MYOD1_CAEEL	MYOD1_CAEEL
Q18711_CAEEL	Q18711_CAEEL
Q23579_CAEEL	Q23579_CAEEL
Q95XG7_CAEEL	Q95XG7_CAEEL
HLH11_CAEEL	HLH11_CAEEL
G5EEQ5_CAEEL	G5EEQ5_CAEEL
Q18277_CAEEL	Q18277_CAEEL
Q9XX00_CAEEL	Q9XX00_CAEEL
HLH13_CAEEL	HLH13_CAEEL
Q09961_CAEEL	Q09961_CAEEL
Q18590_CAEEL	Q18590_CAEEL
O45320_CAEEL	O45320_CAEEL
Q20941_CAEEL	Q20941_CAEEL
G5EEG9_CAEEL	G5EEG9_CAEEL
Q18054_CAEEL	Q18054_CAEEL
Q18054_CAEEL	Q18056_CAEEL
HLH26_CAEEL	HLH26_CAEEL
Q19918_CAEEL	Q19918_CAEEL
Q19918_CAEEL	Q19917_CAEEL
HLH3_CAEEL	HLH3_CAEEL
A0A2X0RWL7_CAEEL	A0A2X0RWL7_CAEEL
Q86D08_CAEEL	Q86D08_CAEEL
Q86D08_CAEEL	Q7YWS9_CAEEL
Q86D08_CAEEL	O45489_CAEEL
Q9N410_CAEEL	Q9N410_CAEEL
HLH34_CAEEL	HLH34_CAEEL
HLH4_CAEEL	HLH4_CAEEL
HLH6_CAEEL	HLH6_CAEEL
TWIST_CAEEL	TWIST_CAEEL
Q18612_CAEEL	Q18612_CAEEL
G5EF76_CAEEL	G5EF76_CAEEL
