TCP1_ARATH	TCP1_ARATH
TCP10_ARATH	TCP10_ARATH
TCP11_ARATH	TCP11_ARATH
TCP12_ARATH	TCP12_ARATH
TCP13_ARATH	TCP13_ARATH
TCP14_ARATH	TCP14_ARATH
TCP16_ARATH	TCP16_ARATH
TCP18_ARATH	TCP18_ARATH
TCP2_ARATH	TCP2_ARATH
TCP2_ARATH	TCP24_ARATH
TCP20_ARATH	TCP20_ARATH
TCP20_ARATH	TCP6_ARATH
TCP22_ARATH	TCP22_ARATH
TCP22_ARATH	TCP23_ARATH
TCP22_ARATH	TCP15_ARATH
TCP4_ARATH	TCP4_ARATH
TCP4_ARATH	TCP3_ARATH
TCP5_ARATH	TCP5_ARATH
TCP5_ARATH	TCP17_ARATH
TCP7_ARATH	TCP7_ARATH
TCP7_ARATH	TCP21_ARATH
TCP8_ARATH	TCP8_ARATH
TCP9_ARATH	TCP9_ARATH
TCP9_ARATH	TCP19_ARATH
